Title,Tags,Text
Bridge of Hate,Arms,"Bridge of Hate The bridge of hate is the exact opposite of the tunnel of love. The pax form a line by laying on there back shoulder to shoulder. One pax will then be lifted and passed down the line of the pax that are laying on the ground. When the pax that was being passed down the line gets to the front he lays next to the last man and the man at the rear of the line then gets passed down, so forth and so on. Just like an inverted tunnel of love. Exercise can be done for distance or turns. Q's choice."
Bridge Over The Nest,Cardio|Full Body,"Bridge Over The Nest Both partners start at the base of a bridge or hill. Partner 1 starts bear crawling over the bridge while Partner 2 completes 10 squats, 10 merkins, and 10 LBCs. Partner 2 then runs to the opposite side of the bridge and then runs back to the bear crawling Partner 1. Partner 2 picks up with the bear crawl while Partner 1 runs to the start to complete the exercises, runs across to the other side, and runs back to Partner 2. Repeato back and forth across the bridge until time runs out or the PAX start a mutiny against the Q for excessive cardio. Swap bear crawls for lunges, crab walks, inch worms, etc. after each round as desired."
Broad Jump Burpee,Full Body,Broad Jump Burpee Combination of burpee with a broad jump forward at end of burpee.
Broken Bicycle,Core,"The Broken Bicycle is a variation of Freddie Mercurys. Lay on six with leg straight out and hands behind head. Lift torso like doing a crunch while bringing one knee to meet elbows with the other leg remaining straight. Return to original position and repeat with opposite leg. It is a four count exercise with you alternating legs on each sit up. When done correctly it looks like you are riding a ""broken bicycle""."
Broken Wheelbarrow,Arms|Core,"Broken Wheelbarrow Similar to a wheelbarrow. Partner one walking on ground with hands while partner two is holding only one leg, with the other leg free of held leg. This demands dramatically more core stability. This has been referred to as the Broken Spirit."
Bropee,Full Body,Bropee Performing a burpee with a partner simultaneously so that on your squat jump up you execute a most excellent high ten.
Bruce Lee,Core,"Bruce Lee An super set consisting of 6 ab exercises: 1. Hammer, 2. Leg raises, 3. LBC's, 4. Heel Touches, 5. Crunchy Frog, 6. 100's. 20 reps, 3 sets. 30 seconds rest between each set. work up to 90 reps, 7 sets: Bruce Lee's work out."
Bucket Brigade,Arms|Core,"Bucket Brigade Works best with 4 - 8 men. Line up at top of stairs (or large hill). One man on each stair shoulder-to-shoulder. Man on highest stair passes heavy object (i.e. 60lb sandbag, cinderblock, etc) down to next man, who passes it along the line. Once you hand off object, run down stairs to end of the line to receive object again. Once at bottom of stairs, repeat going back up."
Bucket Brigade Lunge,Legs|Coupon,"Bucket Brigade Lunge With Rock or other coupon in hand, backwards lunge and twist towards front leg. Alternate legs and direction...like in a bucket brigade."
Bulgarian Split Squat,Legs|Coupon,"Use a bench or a partner's back while they hold a plank position. Extend one leg out roughly 24 inches, with the other leg placed on the bench or your partnerâ€™s back. Squat down until your knee is nearly touching the ground, then return to the starting position. Perform the movement on the â€˜downâ€™ command, typically in sets of 15-20 reps per leg. To modify, add weight using a coupon, ruck, or sandbag."
Burp & Groin,Full Body,"Burp & Groin Like the Burp & Merk, but do ascending Groiners 1-10 after the merkin part of the burpee."
Burp & Merk,Full Body,"Burp & Merk Begin a traditional burpee with a single push up at the bottom, then complete. Drop back down for a second burpee with two push ups, then complete. Pyramid up to 5 if youâ€™re a girl or 10 if youâ€™re a man, pyramid all the way back down to one if youâ€™re an F3 Man!! Hooah!"
Burp Back Mountain,Run|Full Body,"Burp Back Mountain A punishing full body exercise begins by locating a nice-sized hill. The exercise is then performed by pairing up with one person proceeding to run backward up the hill/forward down the hill 5X while the other person is performing burpees. The individuals continue to alternate running with burpees until 100 total burpees are completed. When finished, pax continue to run hills until entire pax completes."
Burp-Ups,Full Body,"Burp-Ups Standard Burpee done (typically under monkey bars) where you do the Burpee, then when you jump you grab the monkey bar and go straight into a pull up. Rinse repeat."
Burpee,Full Body,"Burpee A multi-step, full-body exercise in which you move from standing to push-up to squat to jump. Best seen in F3 TV example."
Burpee Dans,Full Body,"Burpee Dans This exercise is OYO. Line up across field/parking lot. Perform 1 Burpee : 4 lunges forward until you reach other side of parking lot. Turn around, perform 2 burpees : 4 lunges back to starting position. Rinse and repeat as necessary increasing burpees by 1. Pick up the six or plank until all PAX finish."
Burpee Mile,Run|Full Body,"Burpee Mile 48 burpees, 1 mile run. Done as 12 burpees, run 1/4 mile x 4."
Burpo,Full Body,"Burpo A low burpee. Starting position is bottom of a squat. Then reach hands out to ground, legs fire back into a plank, chest to the ground, pushup, draw legs back into a squat, final position is the bottom of a squat. No standing up for the duration of the reps."
Butkus,Legs|Cardio,"Butkus Consists of rapid step ups on a curb for at least a minute, then 30 second rest, then another minute, etc. (like rounds of boxingâ€¦how many rounds the Q wants to bring it). At least 3, with a ""Ding, ding"""
C2C,Run,"C2C Short for Corner to Corner, running short, fast distances to a corner or designated spot, where the #SugarRays pick up a plank to wait for the #Six."
Cadence,,"Cadence Aka In Cadence. Exercises done on command of the Q, in rhythm. Example is Q shouting ""1, 2, 3, 1"" as a four-count cadence."
Capri Lap,Cardio,"Capri Lap Usually a warmup lap around the parking lot or AO staying close enough to be seen by any that arrive late, but can include and or all of the the warmup. Named this in honor of Mint Hill's Capri who seems to always be a minute or two late."
Captain Morgan,Core,Captain Morgan In plank position raise on one side and bring the high side knee up. Like Captain Morgan.
Captain Therkin,Arms|Core,"Captain Therkin Captain Thor modified with 5 merkins between each set. 1:4, 5x merkin, 2:8, 5x merkin, 3:12, 5x merkin, etc."
Captain Thor,Core,Captain Thor An ab exercise done in a 1:4 ratio. 1 big boy sit up to 4 American Hammers (Russian Twist). Try to get 10:40 before Merlot comes.
Carioca,Cardio,"Carioca Running while crossing left foot over right and twisting at the hips, reverse - like the DBs do in the NFL. Often mistaken for Karaoke."
Carolina Dry Docks,Arms,"Modified push-up. Bend only your elbows, allowing body to drop head toward hands without lowering your six."
Catalina Wine Mixer,Arms|Core,"Catalina Wine Mixer Starting in plank position, go down onto each arm into a chilcutt. Last arm down becomes the first one to go back up into a plank. Then do a merkin. That's 1."
Catch Me If You Can,Run|Full Body,"Catch Me If You Can Two partners. Partner 1 performs 5 Burpees (or 10 Diamond Merkins or X Number of Whatever the Q says), and then sprints to catch the Partner 2, who has been running backwards. Repeato until Q says stop or track lap is complete."
Catch Us If You Can,Run|Full Body,"Catch Us If You Can Three partners. Partner A partner carries Partner B. Partner C performs 5 Burpees (or 10 Diamond Merkins or X Number of Whatever the Q says), and then sprints to catch the pair. Partner C then partner carries Partner A. Partner B performs the called number of the called exercise and then sprints to catch the pair. Partner B then partner carries Partner C. Partner A performs the called number of the called exercise and then sprints to catch the pair. Repeato."
Caterpillar,Legs|Core,"Caterpillar PAX forms 2 lines face-to-face, down in plank position. Allow 2-3 feet between PAX. Last man box-jumps over the planking PAX to the head of the line, Indian Run style. Continue cycling through over a Q-prescribed distance or until toasted."
Charles Bronson,Cardio|Routine|Full Body,"Charles Bronson Start with 3 shovel flags, cones or other distance markers with first two 100 yards apart in a line, the last another 10-30 yards past. At starting point, perform 50 SSH's, sprint to 2nd point, then army crawl or bear crawl to 3rd point. Mosey back to start, 50 Merkins then rinse/repeat. 50 burpees, rinse/repeat. 50 LBC's, rinse/repeat. Finish with 50 Jump Squats rinse/repeat. Coupons optional. NOTE: a white board at start with exercises listed is invaluable."
Cheerleader,Cardio,"Cheerleader Start in SSH position, go to the up SSH position, on the down go into a squat and bring hands to a point below the knees and repeat. Can be called IC or OYO."
Cheerleader Merkin,Arms,"Cheerleader Merkin Needed: odd count of pax (example below is with 5 pax) and a raised surface (bench, bleacher, etc)<br /> 3 pax in plank side by side<br /> 2 pax on top (with feet on bench and hands on back of 2 pax below) to form pyramid <br /> 10 abyss merkins for pax on top and everyone rotates clockwise until rotation is complete"
CHerkin,Arms,"CHerkin Like a merkin or carolina dry dock but you lower your body slowly to touch your forehead to the ground. ""CH"" refers to ""Cheesehead"". (Thanks Carrier in CLT Metro.)"
Chicken Peckers,Arms,"Chicken Peckers Feet up on the Wall, Hands on the ground. IC lift your hand and touch your opposite shoulder."
